Inquiry_ID,Date,Channel,Category,Department,Root_Cause,Urgency,Response_Hours,Resolution_Hours,Status,CSAT,Repeat_Contact,Current_State_Misrouted,Inquiry_Text
GGU-SIM-04701,07-05-2026,myGGU/Portal,Career Services,Career Services,Career appointment,Normal,5.7,21.2,Resolved,5,0,0,I would like help reviewing my resume and preparing for an interview.
GGU-SIM-04702,15-05-2026,Email,IT / Course Access,IT Help Desk,myGGU portal issue,Normal,12.7,83.6,Resolved,4,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-04703,27-08-2026,Email,Academic Advising,Academic Advising,Concentration change,Normal,5.5,36,Resolved,4,0,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-04704,29-01-2026,myGGU/Portal,Accessibility / Other Support,Student Services / Accessible Education,General student-services routing,Normal,16.1,33.9,Resolved,5,1,0,I need information about requesting an academic accommodation.
GGU-SIM-04705,20-10-2025,Web Chat,International Student Support,International Student Support,Visa/status documentation,Normal,9.4,10.9,Resolved,4,0,0,I need guidance on where to ask about CPT or OPT information.
GGU-SIM-04706,05-08-2026,Email,Academic Advising,Academic Advising,Graduation planning,Medium,11.8,45.1,Resolved,4,0,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-04707,26-09-2025,Phone (logged),Registration / Records,Registrar's Office,Transcript/record request,High,0.7,15.7,Resolved,3,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-04708,19-10-2025,Email,Registration / Records,Registrar's Office,Prerequisite/registration hold,High,0.8,31.9,Resolved,3,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-04709,20-07-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Tuition deadline,Normal,8.2,43.1,Resolved,3,0,0,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-04710,03-05-2026,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Billing balance question,Normal,4.6,26.2,Resolved,4,0,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-04711,10-05-2026,myGGU/Portal,Academic Advising,Academic Advising,Concentration change,Normal,2.4,7.6,Resolved,4,0,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-04712,26-12-2025,Web Chat,Accessibility / Other Support,Student Services / Accessible Education,Accommodation documentation,Normal,21.7,60.3,Resolved,3,0,0,I am looking for tutoring support and I am not sure where to start.
GGU-SIM-04713,28-06-2026,Web Chat,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Financial aid documentation,Normal,14.7,61.1,Resolved,4,0,0,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-04714,16-09-2025,Email,Registration / Records,Registrar's Office,Prerequisite/registration hold,Normal,4.3,66.9,Resolved,4,0,0,I need help adding a course before the deadline this week. Which office should handle this?
GGU-SIM-04715,06-01-2026,Email,Academic Advising,Academic Advising,Course selection,Normal,10.2,16.9,Resolved,4,0,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-04716,05-05-2026,myGGU/Portal,Academic Advising,Academic Advising,Concentration change,Normal,1.4,44.6,Resolved,4,0,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-04717,12-11-2025,myGGU/Portal,Accessibility / Other Support,Student Services / Accessible Education,Temporary accommodation,High,12.2,28.1,Resolved,4,1,0,I need information about requesting an academic accommodation.
GGU-SIM-04718,29-08-2026,Email,IT / Course Access,IT Help Desk,myGGU portal issue,Normal,0.8,21.8,Resolved,4,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-04719,19-01-2026,Email,Registration / Records,Registrar's Office,Add/drop deadline question,Normal,5.6,33.6,Resolved,4,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-04720,27-11-2025,myGGU/Portal,Registration / Records,Registrar's Office,Enrollment verification,Medium,5.9,45.3,Resolved,3,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-04721,12-04-2026,myGGU/Portal,International Student Support,International Student Support,Travel/signature timing,Normal,4.3,31.1,Resolved,3,1,0,I need support with an international student enrollment/status question.
GGU-SIM-04722,22-06-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Account provisioning delay,Normal,3.9,34.1,Resolved,3,1,0,My myGGU login is not working and I need to check my registration before the deadline.
GGU-SIM-04723,09-05-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Login/authentication issue,High,3.3,11.7,Resolved,5,0,0,My myGGU login is not working and I need to check my registration today.
GGU-SIM-04724,03-12-2025,myGGU/Portal,Registration / Records,Registrar's Office,Enrollment verification,Medium,7.5,64.1,Resolved,4,1,0,I need an enrollment verification document for an external requirement.
GGU-SIM-04725,04-04-2026,Email,International Student Support,International Student Support,CPT/OPT information,Medium,4.1,20.5,Resolved,5,0,0,I am traveling soon and want to confirm what student documentation I should review.
GGU-SIM-04726,03-02-2026,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Tuition deadline,Normal,2.4,22.9,Resolved,4,1,0,I need help understanding a charge on my student account.
GGU-SIM-04727,11-06-2026,Phone (logged),IT / Course Access,IT Help Desk,Password reset,High,1.6,4.7,Resolved,4,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-04728,31-05-2026,Email,International Student Support,International Student Support,CPT/OPT information,Normal,5.8,29.2,Resolved,4,0,1,I am traveling soon and want to confirm what student documentation I should review.
GGU-SIM-04729,03-04-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Financial aid documentation,Medium,9.4,25.3,Resolved,5,1,0,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-04730,10-11-2025,Email,Registration / Records,Registrar's Office,Prerequisite/registration hold,Medium,3.1,18.7,Resolved,4,0,1,I requested my transcript and need to know the correct process and status.
GGU-SIM-04731,09-03-2026,Web Chat,Career Services,Career Services,Networking/event question,Normal,6,17.3,Resolved,4,0,0,I would like help reviewing my resume and preparing for an interview.
GGU-SIM-04732,13-04-2026,Email,Registration / Records,Registrar's Office,Enrollment verification,Medium,2.8,9.9,Resolved,4,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-04733,09-01-2026,Email,IT / Course Access,IT Help Desk,myGGU portal issue,Normal,1.2,28.7,Resolved,4,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-04734,04-01-2026,myGGU/Portal,Academic Advising,Academic Advising,Course selection,Medium,3.7,17.2,Resolved,4,0,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-04735,24-03-2026,Phone (logged),Academic Advising,Academic Advising,Graduation planning,Medium,8.2,47,Resolved,3,0,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-04736,13-03-2026,myGGU/Portal,IT / Course Access,IT Help Desk,myGGU portal issue,Medium,1.6,13.8,Resolved,4,0,0,My myGGU login is not working and I need to check my registration tomorrow.
GGU-SIM-04737,06-06-2026,myGGU/Portal,Registration / Records,Registrar's Office,Enrollment verification,High,3.1,35.8,Resolved,3,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-04738,03-07-2026,myGGU/Portal,Career Services,Career Services,Networking/event question,Normal,3.2,37.2,Resolved,5,0,0,How can I schedule a career advising appointment?
GGU-SIM-04739,22-03-2026,Email,IT / Course Access,IT Help Desk,Password reset,Normal,2,8.7,Resolved,4,1,1,My myGGU login is not working and I need to check my registration tomorrow.
GGU-SIM-04740,16-04-2026,Phone (logged),Academic Advising,Academic Advising,Graduation planning,Medium,5.9,36.2,Resolved,4,1,0,I am confused about a degree requirement and need advising support.
GGU-SIM-04741,31-07-2026,Email,IT / Course Access,IT Help Desk,Account provisioning delay,Normal,8.1,17.1,Resolved,4,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-04742,07-05-2026,Email,IT / Course Access,IT Help Desk,myGGU portal issue,High,9.4,50.5,Resolved,5,0,1,The course is showing on my schedule but not in the online classroom.
GGU-SIM-04743,12-06-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Password reset,Medium,8.7,11.7,Resolved,4,0,1,My myGGU login is not working and I need to check my registration soon.
GGU-SIM-04744,21-03-2026,Email,Registration / Records,Registrar's Office,Add/drop deadline question,Medium,2.2,6.6,Resolved,4,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-04745,14-12-2025,Email,Registration / Records,Registrar's Office,Course availability,Medium,4.6,20.4,Resolved,3,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-04746,13-08-2026,Web Chat,IT / Course Access,IT Help Desk,myGGU portal issue,Normal,3.7,16.7,Open,,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-04747,18-08-2026,Web Chat,Academic Advising,Academic Advising,Graduation planning,Normal,9.1,41.1,Resolved,3,1,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-04748,06-02-2026,Web Chat,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Tuition deadline,Normal,14.5,41.8,Resolved,4,1,0,I submitted financial aid documents and want to know if anything else is needed soon.
GGU-SIM-04749,15-03-2026,myGGU/Portal,Registration / Records,Registrar's Office,Transcript/record request,High,2.7,24.3,Open,,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-04750,12-11-2025,Phone (logged),Academic Advising,Academic Advising,Course selection,Medium,11.6,32.3,Resolved,4,0,1,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-04751,31-12-2025,myGGU/Portal,Accessibility / Other Support,Student Services / Accessible Education,Accommodation documentation,Medium,21.5,42.3,Resolved,5,0,0,I am looking for tutoring support and I am not sure where to start.
GGU-SIM-04752,11-07-2026,Web Chat,Academic Advising,Academic Advising,Concentration change,Normal,3.9,9.9,Resolved,3,1,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-04753,02-07-2026,Email,Registration / Records,Registrar's Office,Add/drop deadline question,Normal,7.3,19.7,Resolved,4,0,1,I requested my transcript and need to know the correct process and status.
GGU-SIM-04754,13-09-2025,Web Chat,IT / Course Access,IT Help Desk,Password reset,Medium,10.2,33.2,Resolved,4,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts before the deadline.
GGU-SIM-04755,20-11-2025,Email,Career Services,Career Services,Career appointment,Normal,7.4,18.2,Resolved,4,0,1,I am looking for employer and job-search resources available to students.
GGU-SIM-04756,12-07-2026,Email,Accessibility / Other Support,Student Services / Accessible Education,Wellness/resource question,Normal,12.1,36.6,Resolved,4,0,1,I need information about requesting an academic accommodation.
GGU-SIM-04757,11-12-2025,Email,Academic Advising,Academic Advising,Course selection,Medium,5.2,32.6,Resolved,4,0,1,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-04758,11-08-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Medium,8,54.1,Resolved,4,0,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-04759,11-11-2025,Web Chat,International Student Support,International Student Support,International student resource,High,3.7,20,Resolved,3,0,1,I am traveling soon and want to confirm what student documentation I should review.
GGU-SIM-04760,18-08-2026,Phone (logged),Accessibility / Other Support,Student Services / Accessible Education,General student-services routing,Medium,2.7,17.9,Resolved,5,1,0,I am looking for tutoring support and I am not sure where to start.
GGU-SIM-04761,06-07-2026,myGGU/Portal,Academic Advising,Academic Advising,Graduation planning,Normal,6.2,23.4,Resolved,5,1,0,I am confused about a degree requirement and need advising support.
GGU-SIM-04762,13-11-2025,myGGU/Portal,IT / Course Access,IT Help Desk,Login/authentication issue,High,2.6,18.9,Resolved,4,1,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-04763,16-11-2025,Email,Academic Advising,Academic Advising,Concentration change,Normal,15.4,44.1,Resolved,5,0,0,Can someone review my path to completion before I register for the next term?
